,tfidf
모든,0.01951691696109593
운영,0.019467631817254777
야하다,0.01922120609804902
승진,0.01922120609804902
월급,0.01917192095420787
서비스,0.019147278382287296
기본,0.019073350666525567
커리어,0.018752997231558086
안보,0.018728354659637507
가능성,0.018629784371955206
군대,0.018629784371955206
스트레스,0.01860514180003463
어떻다,0.018531214084272902
자체,0.0184326437965906
내부,0.01830943093698772
부바,0.01821086064930542
입사,0.018013720073940816
임원,0.017964434930099662
어려움,0.017841222070496786
보임,0.017767294354735057
최근,0.017619438923211602
중요하다,0.017594796351291027
불만,0.017446940919767572
점점,0.017323728060164696
구성원,0.017225157772482392
적당하다,0.017077302340958937
영업,0.017028017197117787
역량,0.016978732053276636
신규,0.016855519193673757
제대로,0.016855519193673757
강하다,0.016830876621753182
위치,0.016806234049832607
작업,0.016806234049832607
그룹,0.016584450902547426
합리,0.01655980833062685
인원,0.016535165758706272
가장,0.016313382611421092
이미지,0.016239454895659367
상당하다,0.016116242036056487
의견,0.016091599464135912
규모,0.01582053117300958
직급,0.01564803316956555
관련,0.015500177738042097
해외,0.015500177738042097
생활,0.015450892594200944
이직,0.015450892594200944
복리,0.01525375201883634
적극,0.015204466874995187
로움,0.015056611443471734
직무,0.014982683727710007
수당,0.014982683727710007
후생,0.014933398583868855
열사,0.01490875601194828
원하다,0.01490875601194828
전체,0.014884113440027704
실제,0.014785543152345402
마인드,0.014760900580424825
의사결정,0.01473625800850425
동료,0.014637687720821947
시설,0.01456376000506022
전환,0.01451447486121907
해결,0.01451447486121907
전반,0.014415904573536767
인재,0.014366619429695615
아주,0.014317334285854464
상대,0.014317334285854464
압박,0.014194121426251585
분야,0.014144836282410434
회식,0.014046265994728132
만족하다,0.014021623422807555
아쉽다,0.013972338278966405
맛있다,0.013923053135125252
외부,0.013898410563204677
자주,0.01382448284744295
실적,0.0137751977036018
라면,0.013676627415919497
칼퇴,0.01343020169671374
정치,0.013405559124793165
현재,0.013331631409031437
채용,0.013282346265190285
생산,0.01308520568982568
식당,0.01303592054598453
관계,0.01303592054598453
센티,0.013011277974063953
서로,0.012764852254858197
직문,0.012543069107573015
본사,0.012444498819890713
실무,0.012444498819890713
서울,0.012419856247970137
방향,0.012395213676049562
주말,0.01234592853220841
기준,0.01234592853220841
집중,0.012247358244526108
회의,0.012247358244526108
보지,0.012247358244526108
상사,0.012222715672605532
처리,0.012148787956843805
매출,0.012148787956843805
실력,0.011976289953399775
게임,0.011877719665717473
특성,0.01182843452187632
복장,0.01177914937803517
상황,0.01177914937803517
이동,0.011754506806114595
팀바팀,0.011729864234194018
바쁘다,0.011705221662273443
윗사람,0.011631293946511715
임금,0.011631293946511715
할인,0.011483438514988262
로서,0.011483438514988262
관심,0.011483438514988262
도움,0.011483438514988262
방식,0.011458795943067685
종업,0.011360225655385383
인상,0.011335583083464808
수도,0.011310940511544233
유지,0.01121237022386193
여러,0.011138442508100203
항상,0.010990587076576748
관리자,0.010990587076576748
존중,0.01091665936081502
이기,0.010892016788894445
장기,0.010892016788894445
업체,0.01086737421697387
자리,0.010744161357370993
지속,0.010744161357370993
충분하다,0.010719518785450416
전혀,0.010719518785450416
바이,0.010571663353926963
통해,0.010571663353926963
단순,0.010547020782006386
리더,0.01052237821008581
한번,0.010497735638165235
시장,0.010448450494324083
카페,0.010399165350482933
처우,0.010399165350482933
모습,0.010374522778562356
바람,0.010374522778562356
목표,0.010374522778562356
무난,0.01030059506280063
도전,0.010251309918959478
시도,0.010251309918959478
상위,0.010152739631277176
추진,0.0101280970593566
한국,0.010078811915515448
편임,0.010078811915515448
유연하다,0.010054169343594873
결정,0.009832386196309693
고민,0.009758458480547965
적임,0.009733815908627388
기존,0.009635245620945086
노조,0.009635245620945086
반복,0.00956131790518336
명확하다,0.00956131790518336
인물,0.009536675333262783
좀더,0.009512032761342208
진짜,0.009364177329818753
혁신,0.009339534757898178
마음,0.009265607042136451
이유,0.009265607042136451
위주,0.009191679326374725
포인트,0.009167036754454148
케바케,0.009167036754454148
파견,0.009142394182533573
중간,0.009068466466771846
역시,0.00904382389485127
마련,0.009019181322930695
의지,0.009019181322930695
가끔,0.009019181322930695
평균,0.008994538751010119
책임,0.008994538751010119
이렇다,0.008969896179089543
일만,0.008920611035248393
라인,0.008920611035248393
정책,0.008895968463327816
강요,0.008772755603724938
무조건,0.008698827887963211
좋아하다,0.00864954274412206
작다,0.008575615028360333
일부,0.008526329884519181
재택근무,0.008526329884519181
안좋다,0.00847704474067803
여러가지,0.008452402168757454
사무실,0.008403117024916303
대표,0.008378474452995728
편입,0.008329189309154576
중심,0.008304546737234
점심,0.008255261593392849
버스,0.008230619021472273
제외,0.008230619021472273
이해,0.008156691305710546
지급,0.00813204873378997
이름,0.008107406161869396
아르바이트,0.008082763589948819
전문성,0.008082763589948819
더욱,0.008058121018028244
나이,0.008058121018028244
이용,0.007959550730345941
부족,0.007934908158425366
승률,0.007934908158425366
절대,0.00791026558650479
시작,0.00791026558650479
주변,0.007836337870743063
제시,0.007811695298822487
식사,0.007787052726901911
끼리,0.007762410154981336
신입사원,0.007762410154981336
예전,0.007762410154981336
제발,0.00773776758306076
엄청나다,0.007639197295378457
기간,0.007614554723457882
근무시간,0.007614554723457882
계열,0.00756526957961673
경향,0.00756526957961673
현장,0.007540627007696155
세계,0.007515984435775579
차별,0.0074913418638550035
상승,0.0074913418638550035
이익,0.007466699291934427
스스로,0.007442056720013852
대체로,0.007442056720013852
꼰대,0.007318843860410974
이상하다,0.007269558716569822
불필요하다,0.007244916144649246
체적,0.007195631000808095
중소기업,0.00717098842888752
요즘,0.0071217032850463685
뛰어나다,0.0070970607131257924
훌륭하다,0.0070970607131257924
발생,0.007072418141205217
다운,0.007072418141205217
과금,0.007072418141205217
무료,0.007023132997364066
제품,0.006973847853522915
저녁,0.006949205281602339
최대,0.006924562709681763
선택,0.006899920137761187
대한민국,0.006875277565840611
공장,0.006850634993920036
쿠팡,0.00682599242199946
입장,0.006801349850078885
엘지,0.0067520647062377336
이제,0.0067274221343171575
적응하다,0.0067274221343171575
문서,0.006678136990476006
만족스럽다,0.006678136990476006
공유,0.006678136990476006
건물,0.006678136990476006
반도체,0.006653494418555431
추구,0.006653494418555431
편차,0.006628851846634855
한계,0.006579566702793704
적절하다,0.006554924130873128
임밸류,0.006530281558952552
식대,0.006530281558952552
기대하다,0.006505638987031976
열정,0.006505638987031976
진급,0.006480996415111401
이후,0.006480996415111401
사옥,0.006480996415111401
욕심,0.006456353843190825
균형,0.006456353843190825
인정,0.006456353843190825
매일,0.006456353843190825
연령,0.00643171127127025
기획,0.006382426127429099
여성,0.006382426127429099
꾸준하다,0.006333140983587947
현실,0.006333140983587947
제일,0.006283855839746795
부담,0.006283855839746795
가족,0.006234570695905644
지향,0.006209928123985069
일정,0.006185285552064493
처음,0.006185285552064493
상여금,0.0061606429801439174
커뮤니케이션,0.0061606429801439174
만족,0.0061606429801439174
산업,0.0061606429801439174
비용,0.006111357836302766
기반,0.006111357836302766
변경,0.00608671526438219
제조업,0.006062072692461615
정신,0.006062072692461615
아침,0.006037430120541039
방향성,0.006037430120541039
도입,0.006012787548620464
엔지니어,0.006012787548620464
식품,0.0059881449766998876
망하다,0.005938859832858736
당연하다,0.005889574689017585
배려,0.005889574689017585
정체,0.005889574689017585
매년,0.005889574689017585
가깝다,0.005840289545176434
이야기,0.005717076685573555
느리다,0.005717076685573555
보너스,0.005717076685573555
스타트업,0.005717076685573555
요구,0.005717076685573555
구내식당,0.00569243411365298
무시,0.0055938638259706765
경직,0.0055938638259706765
진의,0.005569221254050101
특별하다,0.005569221254050101
기숙사,0.005544578682129525
여전하다,0.005544578682129525
우수하다,0.00551993611020895
보기,0.00551993611020895
초봉,0.005495293538288374
자기계발,0.005495293538288374
인지도,0.005446008394447223
디자인,0.0054213658225266475
인프라,0.0054213658225266475
공무원,0.0053967232506060715
작성,0.005372080678685496
반영,0.005372080678685496
주의,0.005372080678685496
멀다,0.005372080678685496
보고서,0.00534743810676492
활용,0.00534743810676492
걱정,0.005322795534844344
전략,0.005322795534844344
보람,0.005322795534844344
사이,0.005322795534844344
하루,0.005298152962923769
길다,0.005298152962923769
불편하다,0.005298152962923769
고용,0.005273510391003193
대리,0.005248867819082618
조직개편,0.005224225247162042
출장,0.005199582675241466
짧다,0.00517494010332089
지역,0.00517494010332089
마케팅,0.00517494010332089
일도,0.005125654959479739
개인주의,0.005101012387559164
위기,0.005076369815638588
아쉬움,0.0050517272437180126
뭔가,0.0050270846717974365
우리나라,0.00500244209987686
자동차,0.004977799527956285
교대,0.004977799527956285
준비,0.004977799527956285
자기개발,0.004977799527956285
협업,0.004953156956035709
통근,0.004953156956035709
타이틀,0.004928514384115134
인간,0.004903871812194558
배치,0.004879229240273983
과장,0.004829944096432831
정확하다,0.004829944096432831
답답하다,0.004731373808750528
보안,0.0046574460929888015
경쟁력,0.004386377801862469
코로나,0.004337092658021318
특근,0.0042631649422595905
변하다,0.004238522370339015
민원,0.004090666938815561
터치,0.004066024366894985
외국인,0.004066024366894985
정년,0.0035238877846423206
