,tfidf
직무,0.019009931050352737
후생,0.018947398382423944
열사,0.018916132048459548
전체,0.01888486571449515
실제,0.01875980037863757
마인드,0.018728534044673173
의사결정,0.018697267710708777
동료,0.01857220237485119
시설,0.018478403372958006
해결,0.018415870705029213
전환,0.018415870705029213
전반,0.018290805369171628
인재,0.01822827270124284
아주,0.018165740033314046
상대,0.018165740033314046
압박,0.018009408363492064
분야,0.017946875695563275
회식,0.01782181035970569
외부,0.017634212355919315
자주,0.017540413354026126
실적,0.017477880686097333
라면,0.01735281535023975
칼퇴,0.01704015201059579
정치,0.017008885676631395
현재,0.016915086674738206
채용,0.016852554006809416
생산,0.01660242333509425
식당,0.016539890667165456
관계,0.016539890667165456
센티,0.01650862433320106
서로,0.0161959609935571
직문,0.015914563987877536
본사,0.015789498652019954
실무,0.015789498652019954
서울,0.015758232318055558
방향,0.01572696598409116
기준,0.01566443331616237
주말,0.01566443331616237
보지,0.015539367980304785
회의,0.015539367980304785
집중,0.015539367980304785
상사,0.015508101646340389
처리,0.015414302644447202
매출,0.015414302644447202
실력,0.01519543830669643
게임,0.015070372970838845
특성,0.015007840302910054
복장,0.014945307634981262
상황,0.014945307634981262
이동,0.014914041301016867
팀바팀,0.01488277496705247
윗사람,0.014757709631194887
임금,0.014757709631194887
도움,0.01457011162740851
관심,0.01457011162740851
할인,0.01457011162740851
로서,0.01457011162740851
방식,0.014538845293444114
종업,0.01441377995758653
인상,0.014382513623622136
수도,0.01435124728965774
유지,0.014226181953800156
여러,0.014132382951906967
관리자,0.013944784948120592
항상,0.013944784948120592
존중,0.013850985946227403
이기,0.013819719612263009
장기,0.013819719612263009
업체,0.013788453278298612
자리,0.013632121608476632
지속,0.013632121608476632
전혀,0.013600855274512236
바이,0.013413257270725861
통해,0.013413257270725861
단순,0.013381990936761465
리더,0.013350724602797069
한번,0.013319458268832672
시장,0.013256925600903881
카페,0.013194392932975089
처우,0.013194392932975089
바람,0.013163126599010694
모습,0.013163126599010694
목표,0.013163126599010694
무난,0.013069327597117505
시도,0.013006794929188714
도전,0.013006794929188714
상위,0.01288172959333113
추진,0.012850463259366734
한국,0.012787930591437941
편임,0.012787930591437941
결정,0.012475267251793983
고민,0.012381468249900794
적임,0.0123502019159364
기존,0.012225136580078816
노조,0.012225136580078816
반복,0.012131337578185627
인물,0.01210007124422123
좀더,0.012068804910256836
진짜,0.01188120690647046
혁신,0.011849940572506063
마음,0.011756141570612876
이유,0.011756141570612876
위주,0.011662342568719689
포인트,0.011631076234755292
케바케,0.011631076234755292
파견,0.011599809900790896
중간,0.011506010898897709
역시,0.011474744564933312
의지,0.011443478230968916
마련,0.011443478230968916
가끔,0.011443478230968916
책임,0.011412211897004521
평균,0.011412211897004521
일만,0.011318412895111332
라인,0.011318412895111332
정책,0.011287146561146936
강요,0.011130814891324958
무조건,0.011037015889431769
재택근무,0.010818151551680998
일부,0.010818151551680998
여러가지,0.01072435254978781
사무실,0.010661819881859018
대표,0.010630553547894621
편입,0.01056802087996583
중심,0.010536754546001434
점심,0.010474221878072641
제외,0.010442955544108247
버스,0.010442955544108247
이해,0.010349156542215058
지급,0.010317890208250663
이름,0.010286623874286267
전문성,0.01025535754032187
아르바이트,0.01025535754032187
더욱,0.010224091206357474
나이,0.010224091206357474
이용,0.01009902587049989
부족,0.010067759536535494
승률,0.010067759536535494
절대,0.0100364932025711
시작,0.0100364932025711
주변,0.00994269420067791
제시,0.009911427866713516
식사,0.00988016153274912
예전,0.009848895198784723
끼리,0.009848895198784723
신입사원,0.009848895198784723
제발,0.009817628864820327
기간,0.009661297194998347
근무시간,0.009661297194998347
경향,0.009598764527069556
계열,0.009598764527069556
현장,0.00956749819310516
세계,0.009536231859140763
상승,0.009504965525176368
차별,0.009504965525176368
이익,0.009473699191211972
대체로,0.009442432857247576
스스로,0.009442432857247576
꼰대,0.009286101187425596
체적,0.009129769517603616
중소기업,0.009098503183639221
요즘,0.009035970515710428
과금,0.008973437847781637
발생,0.008973437847781637
다운,0.008973437847781637
무료,0.008910905179852845
제품,0.008848372511924054
저녁,0.008817106177959657
최대,0.008785839843995261
선택,0.008754573510030865
대한민국,0.008723307176066468
공장,0.008692040842102074
쿠팡,0.008660774508137677
입장,0.008629508174173281
엘지,0.00856697550624449
이제,0.008535709172280094
공유,0.008473176504351301
문서,0.008473176504351301
건물,0.008473176504351301
반도체,0.008441910170386906
추구,0.008441910170386906
편차,0.00841064383642251
한계,0.008348111168493717
임밸류,0.008285578500564926
식대,0.008285578500564926
열정,0.00825431216660053
이후,0.008223045832636134
진급,0.008223045832636134
사옥,0.008223045832636134
인정,0.008191779498671737
매일,0.008191779498671737
욕심,0.008191779498671737
균형,0.008191779498671737
연령,0.008160513164707343
기획,0.00809798049677855
여성,0.00809798049677855
현실,0.008035447828849759
부담,0.007972915160920966
제일,0.007972915160920966
가족,0.007910382492992174
지향,0.007879116159027779
일정,0.007847849825063383
처음,0.007847849825063383
만족,0.007816583491098986
상여금,0.007816583491098986
커뮤니케이션,0.007816583491098986
산업,0.007816583491098986
비용,0.0077540508231701945
기반,0.0077540508231701945
변경,0.007722784489205799
제조업,0.007691518155241403
정신,0.007691518155241403
방향성,0.007660251821277007
아침,0.007660251821277007
엔지니어,0.007628985487312611
도입,0.007628985487312611
도서,0.007597719153348215
식품,0.007597719153348215
매년,0.007472653817490631
배려,0.007472653817490631
정체,0.007472653817490631
과정,0.007410121149561839
보너스,0.00725378947973986
구축,0.00725378947973986
스타트업,0.00725378947973986
이야기,0.00725378947973986
요구,0.00725378947973986
구내식당,0.0072225231457754635
개개인,0.007159990477846672
무시,0.00709745780991788
경직,0.00709745780991788
진의,0.0070661914759534835
기숙사,0.007034925141989088
보기,0.007003658808024692
포함,0.007003658808024692
자기계발,0.006972392474060296
초봉,0.006972392474060296
특정,0.006909859806131504
인지도,0.006909859806131504
대가,0.006878593472167108
디자인,0.006878593472167108
인프라,0.006878593472167108
공무원,0.006847327138202713
작성,0.006816060804238316
반영,0.006816060804238316
주의,0.006816060804238316
보고서,0.006784794470273921
활용,0.006784794470273921
전략,0.006753528136309524
보람,0.006753528136309524
사이,0.006753528136309524
걱정,0.006753528136309524
하루,0.006722261802345128
고용,0.0066909954683807326
대리,0.006659729134416336
형태,0.006659729134416336
부족함,0.006628462800451941
만족도,0.006628462800451941
조직개편,0.006628462800451941
출장,0.006597196466487544
헬스장,0.006597196466487544
일과,0.006565930132523149
마케팅,0.006565930132523149
지역,0.006565930132523149
보통,0.0065346637985587526
일반,0.0065346637985587526
일도,0.006503397464594357
개인주의,0.006472131130629961
적용,0.006472131130629961
위기,0.006440864796665565
디스플레이,0.006440864796665565
아쉬움,0.006409598462701169
뭔가,0.006378332128736773
사항,0.006378332128736773
우리나라,0.006347065794772377
정시,0.006347065794772377
수가,0.006347065794772377
종종,0.006347065794772377
교대,0.006315799460807982
자동차,0.006315799460807982
준비,0.006315799460807982
자기개발,0.006315799460807982
협업,0.006284533126843585
통근,0.006284533126843585
타이틀,0.006253266792879189
인간,0.006222000458914793
간의,0.006190734124950397
굳이,0.006190734124950397
배치,0.006190734124950397
실질,0.006190734124950397
거리,0.006128201457021605
과장,0.006128201457021605
고과,0.006128201457021605
수익,0.00609693512305721
고려,0.006034402455128418
고생,0.006003136121164022
육아휴직,0.005971869787199626
보안,0.005909337119270834
명절,0.005878070785306438
속도,0.005753005449448854
판단,0.005721739115484458
적응,0.005659206447555666
인식,0.005627940113591271
기억,0.005596673779626874
경쟁력,0.005565407445662479
향상,0.005565407445662479
디자이너,0.0055341411116980824
얘기,0.005502874777733687
직접,0.005502874777733687
당시,0.005502874777733687
코로나,0.005502874777733687
의문,0.005502874777733687
보이지,0.005440342109804894
특근,0.005409075775840499
주먹구구,0.0053778094418761024
최악,0.005346543107911707
분배,0.005346543107911707
여유,0.005346543107911707
재택,0.005346543107911707
기적,0.005315276773947311
목소리,0.005284010439982915
출신,0.005221477772054123
일해,0.005221477772054123
민원,0.005190211438089727
전이,0.005190211438089727
외국인,0.0051589451041253315
터치,0.0051589451041253315
지시,0.00494008076637456
외국,0.004877548098445768
공기업,0.0048462817644813715
유연근무제,0.0048462817644813715
공부,0.0048462817644813715
브랜드,0.004721216428623788
기계,0.004658683760694996
센터,0.004533618424837412
정년,0.0044710857569086205
기대,0.004439819422944224
정직,0.004439819422944224
소모품,0.004408553088979829
빡세,0.004377286755015432
알바,0.004346020421051037
부품,0.004252221419157849
아래,0.004189688751229057
교대근무,0.004064623415371473
정리,0.0039395580795138895
