,tfidf
수익,0.005054595321021632
구축,0.004907374098079255
보통,0.004907374098079255
고려,0.00480922661611767
주의,0.00480922661611767
일과,0.004760152875136877
부족함,0.004760152875136877
유연근무제,0.004711079134156085
속도,0.0046129316521945
대가,0.0046129316521945
디자이너,0.0046129316521945
협업,0.004563857911213707
공기업,0.0045147841702329146
판단,0.004465710429252122
육아휴직,0.004465710429252122
포함,0.004465710429252122
개인주의,0.0044166366882713295
간의,0.0043184892063097445
지향,0.004269415465328952
과정,0.004269415465328952
종종,0.004269415465328952
적용,0.004220341724348159
만족도,0.004171267983367367
커뮤니케이션,0.004122194242386574
진의,0.004073120501405781
정체,0.004073120501405781
의문,0.003925899278463403
편입,0.0037786780555210263
특정,0.003680530573559441
개개인,0.0030916456817899306
도서,0.0018157284162893242
