,tfidf
작업,0.017267260792194657
평가,0.017052315637105096
입사,0.016837370482015536
제발,0.016837370482015536
어떻다,0.016658249519440903
인원,0.016622425326925976
제대로,0.016550776941896123
인하다,0.016300007594291635
주말,0.01626418340177671
자율,0.01626418340177671
시설,0.01626418340177671
구조,0.01626418340177671
가장,0.016228359209261783
대비,0.016228359209261783
경영,0.01615671082423193
차이,0.015977589861657298
불만,0.015977589861657298
본인,0.01572682051405281
신규,0.015655172129022957
인재,0.01561934793650803
공장,0.015583523743993103
현장,0.015225281818843837
수당,0.015153633433813983
진짜,0.01508198504878413
실적,0.01508198504878413
반도체,0.01497451247123935
생활,0.014938688278724422
기숙사,0.014938688278724422
압박,0.014831215701179642
가능성,0.014795391508664716
모든,0.01475956731614979
커리어,0.014723743123634864
적당하다,0.014616270546090084
고객,0.014580446353575156
윗사람,0.01454462216106023
적극,0.014365501198485595
보임,0.01432967700597067
원하다,0.014186380235910963
정치,0.014186380235910963
새롭다,0.014186380235910963
망하다,0.014043083465851256
무량,0.013935610888306476
진행,0.013613193155672136
마인드,0.013613193155672136
꼰대,0.01357736896315721
인턴,0.013505720578127356
강하다,0.01336242380806765
제품,0.013326599615552723
굉장하다,0.013183302845493015
위치,0.013183302845493015
버스,0.013147478652978089
바쁘다,0.013111654460463163
인물,0.013111654460463163
임금,0.013075830267948237
회식,0.013004181882918383
부족하다,0.012932533497888529
식품,0.012789236727828822
만족하다,0.012753412535313896
승진,0.012753412535313896
이직,0.012681764150284042
크게,0.012681764150284042
역량,0.01261011576525419
자체,0.01261011576525419
대부분,0.012574291572739262
식당,0.012251873840104923
보너스,0.012251873840104923
할인,0.012251873840104923
세계,0.012216049647589995
단순,0.012216049647589995
점점,0.012108577070045215
일만,0.012072752877530289
상사,0.012072752877530289
그룹,0.011965280299985509
의사결정,0.011857807722440728
쿠팡,0.011714510952381022
자주,0.011642862567351168
직무,0.011607038374836242
운영,0.011607038374836242
주변,0.011284620642201901
한국,0.011284620642201901
과금,0.011248796449686975
라인,0.01121297225717205
아주,0.01121297225717205
점심,0.011141323872142195
전환,0.011105499679627269
서비스,0.011069675487112343
기준,0.010962202909567563
목표,0.010962202909567563
상여금,0.010818906139507855
좀더,0.010818906139507855
서울,0.010818906139507855
로움,0.010783081946992928
존재,0.010747257754478002
특근,0.010711433561963076
소통,0.010711433561963076
분야,0.010711433561963076
서로,0.010639785176933222
이름,0.010639785176933222
특성,0.010603960984418296
아쉽다,0.010603960984418296
칼퇴,0.010603960984418296
의견,0.010603960984418296
처우,0.010532312599388442
항상,0.010532312599388442
대한민국,0.010389015829328736
내부,0.010389015829328736
어려움,0.010389015829328736
중요하다,0.010389015829328736
해결,0.01035319163681381
게임,0.010281543251783955
무난,0.010138246481724249
자리,0.010138246481724249
책임,0.010102422289209321
파견,0.010066598096694395
이유,0.010030773904179469
식사,0.009994949711664543
처리,0.009923301326634689
차별,0.009887477134119763
시장,0.009851652941604835
바람,0.009851652941604835
업체,0.009815828749089909
동료,0.009815828749089909
직문,0.009744180364060055
안좋다,0.009744180364060055
해외,0.009636707786515274
회의,0.009600883594000348
집중,0.009600883594000348
나이,0.009565059401485422
중소기업,0.009565059401485422
근무시간,0.009493411016455568
한번,0.009457586823940642
규모,0.009457586823940642
유지,0.009457586823940642
합리,0.009457586823940642
포인트,0.009385938438910788
혁신,0.009385938438910788
기존,0.009350114246395862
임밸류,0.009350114246395862
보지,0.009350114246395862
장기,0.009278465861366008
실력,0.009278465861366008
방향,0.009206817476336155
관계,0.009099344898791375
관리자,0.009063520706276449
역시,0.009027696513761521
부바,0.008991872321246595
종업,0.008920223936216741
이상하다,0.008920223936216741
전체,0.008884399743701815
지급,0.008848575551186889
최근,0.008812751358671963
마음,0.008776927166157035
상황,0.008776927166157035
관심,0.008741102973642109
매출,0.008705278781127182
반복,0.008669454588612254
현재,0.008633630396097328
통근,0.008633630396097328
이렇다,0.008561982011067474
라면,0.008561982011067474
일도,0.008526157818552548
인상,0.008454509433522694
카페,0.008454509433522694
불편하다,0.008418685241007768
건물,0.008418685241007768
엔지니어,0.008382861048492842
가끔,0.008382861048492842
존중,0.008347036855977916
케바케,0.008311212663462988
재택근무,0.008203740085918208
제일,0.008167915893403281
하루,0.008167915893403281
실무,0.008167915893403281
산업,0.008096267508373427
좋아하다,0.008060443315858501
이동,0.008024619123343575
도움,0.008024619123343575
진급,0.008024619123343575
가족,0.007988794930828649
통해,0.007952970738313721
강요,0.007952970738313721
위주,0.007952970738313721
엘지,0.007952970738313721
프로젝트,0.007917146545798795
이기,0.007881322353283869
센티,0.007881322353283869
모습,0.007881322353283869
매일,0.007809673968254015
제조업,0.007809673968254015
절대,0.007773849775739088
아침,0.007738025583224162
방식,0.007738025583224162
충분하다,0.007738025583224162
저녁,0.007702201390709235
결정,0.0076663771981943084
상대,0.007630553005679381
전반,0.007594728813164454
복장,0.007523080428134601
상당하다,0.007487256235619675
대표,0.007451432043104748
구내식당,0.007415607850589821
외부,0.007415607850589821
사무실,0.007379783658074895
구성원,0.007379783658074895
욕심,0.007308135273045042
요즘,0.007236486888015188
상위,0.007236486888015188
선택,0.007200662695500262
바이,0.007164838502985335
직급,0.007129014310470408
처음,0.007093190117955481
수도,0.007093190117955481
계열,0.007057365925440554
도전,0.007021541732925628
적임,0.007021541732925628
인지도,0.006949893347895775
작다,0.006914069155380848
현실,0.006914069155380848
신입사원,0.006878244962865921
고용,0.006878244962865921
이익,0.006878244962865921
관련,0.006878244962865921
시도,0.006878244962865921
추진,0.006806596577836068
이제,0.006806596577836068
가깝다,0.006770772385321142
끼리,0.006770772385321142
더욱,0.006770772385321142
정책,0.006734948192806215
유연하다,0.006734948192806215
보람,0.006734948192806215
무료,0.006699124000291288
요구,0.0066632998077763616
로서,0.0066632998077763616
무조건,0.006555827230231581
정신,0.006520003037716654
열사,0.006520003037716654
승률,0.006484178845201728
위기,0.006448354652686801
본사,0.006448354652686801
지역,0.006412530460171874
우리나라,0.006412530460171874
리더,0.006412530460171874
기간,0.006376706267656948
여러,0.006340882075142021
이용,0.006340882075142021
부족,0.006340882075142021
의지,0.006305057882627095
고민,0.006305057882627095
지속,0.006269233690112168
사이,0.006269233690112168
불필요하다,0.006233409497597241
이해,0.006197585305082315
편임,0.006197585305082315
한계,0.006161761112567388
예전,0.006161761112567388
정확하다,0.006161761112567388
여러가지,0.0061259369200524615
짧다,0.0061259369200524615
팀바팀,0.0061259369200524615
최대,0.0060901127275375345
멀다,0.006018464342507681
훌륭하다,0.005982640149992754
엄청나다,0.005946815957477828
중심,0.005910991764962901
열정,0.005839343379933048
만족,0.005839343379933048
걱정,0.005803519187418121
제시,0.005803519187418121
실제,0.005803519187418121
전략,0.005767694994903195
정년,0.005731870802388268
터치,0.005731870802388268
적응하다,0.005696046609873341
명확하다,0.005696046609873341
당연하다,0.005660222417358415
다운,0.005660222417358415
무시,0.005660222417358415
타이틀,0.005624398224843488
꾸준하다,0.005624398224843488
이야기,0.0055885740323285615
마케팅,0.0055885740323285615
인정,0.0055885740323285615
중간,0.0055527498398136345
시작,0.0055527498398136345
전혀,0.0055169256472987075
이후,0.005481101454783781
전문성,0.005445277262268854
복리,0.005409453069753927
평균,0.005373628877239001
출장,0.005373628877239001
배려,0.005337804684724074
초봉,0.005337804684724074
입장,0.005301980492209148
민원,0.005266156299694221
길다,0.005266156299694221
만족스럽다,0.005230332107179294
방향성,0.005194507914664368
배치,0.005158683722149441
후생,0.005122859529634515
경직,0.005122859529634515
식대,0.005122859529634515
준비,0.005087035337119588
마련,0.005051211144604661
변하다,0.0049795627595748074
일정,0.004872090182030027
대리,0.004872090182030027
작성,0.004836265989515101
추구,0.004764617604485248
외국인,0.004764617604485248
문서,0.004764617604485248
뭔가,0.004764617604485248
체적,0.004764617604485248
기대하다,0.004728793411970321
경향,0.004692969219455394
부담,0.004692969219455394
보고서,0.004692969219455394
인간,0.004657145026940468
적절하다,0.004621320834425541
과장,0.004621320834425541
경쟁력,0.004621320834425541
코로나,0.004585496641910615
기획,0.004585496641910615
사옥,0.004585496641910615
보안,0.004585496641910615
상승,0.004549672449395688
변경,0.004478024064365834
비용,0.004406375679335981
대체로,0.004406375679335981
균형,0.004370551486821054
활용,0.004298903101791201
매년,0.004298903101791201
아쉬움,0.004298903101791201
자기계발,0.004263078909276274
인프라,0.004263078909276274
답답하다,0.004227254716761347
발생,0.004227254716761347
뛰어나다,0.004191430524246421
여성,0.004191430524246421
디자인,0.004119782139216568
스타트업,0.004119782139216568
연령,0.004119782139216568
공유,0.004012309561671788
일부,0.004012309561671788
여전하다,0.0039764853691568606
편차,0.0039764853691568606
제외,0.0039764853691568606
보기,0.003940661176641934
공무원,0.003940661176641934
기반,0.0039048369841270074
스스로,0.003869012791612081
특별하다,0.0038331885990971542
자기개발,0.0038331885990971542
도입,0.003797364406582227
조직개편,0.0037615402140673006
반영,0.0037615402140673006
우수하다,0.003725716021552374
주의,0.003510770866462814
느리다,0.003510770866462814
협업,0.0033316499038881808
개인주의,0.0032241773263434006
지향,0.0031167047487986204
커뮤니케이션,0.0030092321712538407
진의,0.002973407978738914
정체,0.002973407978738914
편입,0.0027584628236493537
