,tfidf
느리다,0.006120762533974475
자기계발,0.006120762533974475
끼리,0.006120762533974475
정체,0.006120762533974475
보고서,0.006100291756268875
마케팅,0.006079820978563274
커뮤니케이션,0.006059350200857674
경직,0.006059350200857674
협업,0.006038879423152074
산업,0.005997937867740874
근무시간,0.005956996312329673
체적,0.005936525534624073
현장,0.005916054756918473
경향,0.0058955839792128725
길다,0.0058955839792128725
걱정,0.005875113201507272
가깝다,0.005834171646096072
절대,0.005834171646096072
일부,0.005793230090684871
하루,0.005772759312979271
신입사원,0.00573181775756807
문서,0.00571134697986247
기반,0.00571134697986247
경쟁력,0.0056908762021568695
정신,0.00567040542445127
기간,0.00564993464674567
균형,0.005629463869040069
비용,0.005608993091334469
여전하다,0.005608993091334469
변하다,0.005588522313628869
발생,0.005588522313628869
과장,0.005547580758217668
보람,0.005547580758217668
이후,0.005547580758217668
진의,0.005547580758217668
엄청나다,0.005527109980512068
편차,0.005527109980512068
제조업,0.005506639202806468
뭔가,0.005506639202806468
반영,0.005424756091984066
위기,0.005424756091984066
무료,0.005404285314278466
자기개발,0.005404285314278466
준비,0.005404285314278466
매년,0.005383814536572866
코로나,0.005383814536572866
민원,0.005383814536572866
대리,0.0053019314257504654
정년,0.005260989870339265
식대,0.0052405190926336645
우리나라,0.005199577537222464
배치,0.005199577537222464
보안,0.005199577537222464
부담,0.005199577537222464
특별하다,0.005199577537222464
터치,0.005199577537222464
짧다,0.005179106759516864
무조건,0.005158635981811263
입장,0.005138165204105663
불편하다,0.005117694426400063
정확하다,0.005117694426400063
적절하다,0.005076752870988862
식품,0.004933457427049661
엔지니어,0.004933457427049661
아쉬움,0.004933457427049661
중소기업,0.0049129866493440606
인프라,0.00489251587163846
인간,0.00489251587163846
보기,0.00487204509393286
일도,0.004831103538521659
일정,0.004831103538521659
지향,0.004810632760816059
고용,0.004790161983110459
작성,0.004790161983110459
연령,0.004790161983110459
엘지,0.0047696912054048584
매일,0.0047082788722880575
지역,0.0046468665391712575
제외,0.0046468665391712575
편입,0.004483100317526455
타이틀,0.004483100317526455
최대,0.004421687984409654
당연하다,0.004401217206704054
통근,0.004339804873587253
초봉,0.004339804873587253
공장,0.004176038651942451
무시,0.004176038651942451
아르바이트,0.004155567874236851
사이,0.004135097096531251
출장,0.00409415554112005
요구,0.00405321398570885
기숙사,0.003766623097830446
특근,0.0036847399870080454
자동차,0.003602856876185644
상여금,0.0032957952106016405
교대,0.0024155517692608297
